https://www.instagram.com/asinan.neneng	,asinan.neneng,138,080020000800,b'Asinan Neneng Kosambi Asinan sayur & buah Senin-Sabtu pkl 08.00-20.00 | Minggu 08.00-16.00Kosambi Baru Blok H4/16 - Cengkareng 021-5411793 0877 8031 0001'
https://www.instagram.com/rujakbuahnonik_greenlakecity	,rujakbuahnonik_greenlakecity,236,085156815101,b'Rujak Buah Nonik GreenLakeCityJagonya Rujak BuahBUKA SETIAP HARI  10.00 - 20.00 Available on GoFood & GrabFood WA : 0851-5681-5101 Free Delivery GLC'
https://www.instagram.com/makanan_rumahan_frozen	,makanan_rumahan_frozen,40,081290482315,"b'Dapur_MamaAchaDijual aneka kue lebaran,Aneka sambal,Cireng jeletot,Pancake durian,Bakso, DllSemuanya homemade dijamin enakBisa wa = 081290482315/srengseng Jakbar'"
https://www.instagram.com/bu2rjo_ketsu	,bu2rjo_ketsu,137,089992488556,b'ANEKA BUBUR dan KETAN SUSU order via GRAB DAN GOJEKOWNER: @sanozhy_achmad: 08999248855: Jl Meruya Ilir Raya No.61 Kb. jeruk Jakbarmaps.app.goo.gl/UMHKubo1TB2qvFJ5A'
https://www.instagram.com/saladtanteku	,saladtanteku,735,628119218080,b'SALAD TANTEKUOpen dropshipgrab/gojek dari kebon jeruk jakarta baratshopee : debitrifenatokopedia : saladtantekuapi.whatsapp.com/send?phone=628119218080Followed by nasimandhiabah'
https://www.instagram.com/buah_saladsegar	,buah_saladsegar,481,089677395045,"b""Salad Buah D'Hust! 089677395045 (WA)Outlet Jalan Raya kebon jeruk Jakarta barat Ciledug , Jalan KH Hasyim Ashari Jaksel (Soon)Order Grabfood & Gofoodgofood.link/u/vLGb1"""
https://www.instagram.com/serabipandan_69	,serabipandan_69,18,087889056208,"b'KUE SERABI PANDANCINTA INDONESIA?MAKAN MAKANAN KHAS INDONESIA!!!: 0878890562 (WA): Chat 08:00-20:00: senin-sabtu: Jl.serengseng raya,no 36Amy.blogspot.com'"
https://www.instagram.com/otak_otak_oma	,otak_otak_oma,195,6285921862597,b'Otak Otak OmaDIJAMIN ENAKOtak / pack isi 10pcs Rp 60rb- sambal merah (asam pedas)- sambal kacang (gurih)LocationJakarta BaratGrabfoodFor order klik link :wa.me/6285921862597'
https://www.instagram.com/kebuli_dapurmumtaz	,kebuli_dapurmumtaz,829,6287883564616,"b'Nasi Kebuli Dapur Mumtaz Jl. Rawasari Timur, Cempaka Putih JakPusTerima PesananNASI KEBULI AYAM, SAPI, KAMBING FOR EVENTAqiqah, Maulid, dllOrder fast respon KLIKapi.whatsapp.com/send?phone=6287883564616&text=Salam+Saya+Mau+Order+Kebuli'"
https://www.instagram.com/rosanti_foodbox	,rosanti_foodbox,26,085770134922,"b'MAKANAN & CEMILAN FROZENFresh & HalalOrder via Dm atau WA Jakarta085770134922 BCA or BNI COD Khusus daerah Karang Anyar, Mangga Besar, Taman Sari JNE/J&T/TIKI'"
