https://www.instagram.com/rendang3padusi/,rendang3padusi,45,6281700040301,b'Homemade Rendang DagingDi buat dari daging terpilih dan bumbu asli tanpa menggunnakan Vetsin / micinOPEN PO Contact:WA : +62 81700040301DMsPemesanan minimum H-1Followed by frozenfin5'
https://www.instagram.com/rendang.nizah/,rendang.nizah,342,6283807180712,b'Payakumbuh Authentic RendangPROMO SET GULAI KAPAU IDR 350.000Rendang and Dendeng:IDR 100.000/250grIDR 180.000/500grDeliver every Tuesday and Friday from Depokwa.me/6283807180712'
https://www.instagram.com/rendangnendang.jkt/,rendangnendang.jkt,957,6281299821229,b'Rendang NendangHomemade Rendang rasa otentik! : Senin - Sabtu 10.30 - 18.30 : @gofoodindonesia & @grabfoodid : Senopati-Pesan langsung wa.me/6281299821229'
https://www.instagram.com/rendangcalonmertua/,rendangcalonmertua,132,6282124414760,"b'Rendang Calon MertuaRendang calon mertua, dagangan calon menantu.Jilatan jarimu adalah restu bagiku. CAKEP!Tanah Kusir, Jaksel Pengiriman Se-IndonesiaOrder by WAapi.whatsapp.com/send?phone=6282124414760'"
https://www.instagram.com/rendangmama_vanessa/,rendangmama_vanessa,194,087888727775,"b'Rendang AmakBuatan kasih sayang seorang ibu Setiabudi, Jaksel PROMO VIA GOFOOD , Gosend, JNEOrder wa ke 087888727775gofood.link/a/xs9aaLy'"
https://www.instagram.com/rendang.mak.uni/,rendang.mak.uni,42,081157570708,b'Rendang Mak UniFor Order:DM InstagramWA: 0811575707 / 081319261207'
https://www.instagram.com/rendang_bu_ida/,rendang_bu_ida,663,089630780712,b'Rendang Bu IdaAlways do good in the world & in the afterlife becuse later it will be asked held for responsible in the afterlifeBuruan di order Wa 089630780712'
https://www.instagram.com/jomeirendanghps/,jomeirendanghps,202,081210000908,"b'JOMEI Rendang by HPSJOMEI""Hanya untukmu..""Founder :@hendrisyamsul_fnbconsultant@grace.franciensyamsulPengiriman JKT0812.10000.908Youtube: Jomei Rendang HPswww.jomei.id'"
https://www.instagram.com/rendang.iin/,rendang.iin,255,087876153536,b'rendang.iinORDER : dm.iin // whatsapp.iin : rendang.iin@gmail.com : 087876153536 Kemanggisan - Jakarta Barat#resepmamakenny'
https://www.instagram.com/rendangunifarah/,rendangunifarah,715,081310197686,b'Rendang Uni FarahPelopor rendang vacuum pack sejak 2006Order WA 081310197686food.detik.com/video/190310009/wow-ternyata-daun-bisa-direndang-lho'
https://www.instagram.com/rendangpadangraja/,rendangpadangraja,435,082112701291,b'Rendang Padang RajajakartaAuthentic minangnese food! #rendangseleraraja open PO every sunday Contact us through 0821 1270 1291 or link belowapi.whatsapp.com/send?phone=082112701291'
https://www.instagram.com/rendang_bw/,rendang_bw,230,085813430009,"b'Rendang dan Dendeng Bundo Wati Racikan bumbu asli orang minang www.qoo10.co.id/rendang BW order via DM (fast respon) 085813430009 (wa) Jakarta, Indonesia'"
https://www.instagram.com/rendangmaktuopadang/,rendangmaktuopadang,574,081380177859,b'Rendang Maktuo PadangRendang Daging MaktuoRendang Sapi PadangRendang Enak Hitamrendangdaging.comOrder 0813.8017.7859 ataubit.ly/rendangenakRendang Go Internasional wa.me/6281380177859'
https://www.instagram.com/rendangabangku/,rendangabangku,970,085697555850,b'ABANGKU RENDANG PADANG Jakarta Utara  Send by Gojek/JNE bisa tahan 7hari disuhu udara normal / 3bulan di freezer WA : 085697555850www.tokopedia.com/rendangpadangabangku/daging-rendang-abangku-original'
https://www.instagram.com/rendangdamara2/,rendangdamara2,388,081381871792,b'rendangdamaraRendang sapi premiumWa : 081381871792Gosend. JNE yeshttps://youtu.be/Lgx_cLZcKZMlinktr.ee/Rendangdamara'
https://www.instagram.com/rendang_ceni/,rendang_ceni,395,0818136584,"b'Rendang_CeniRendang asli Sumatra Barat, dimasak dengan tungku kayuProduk : Rendang Daging, Rendang Paru & Bilis BaladoTanpa msg & pengawetContact : 0818136584'"
https://www.instagram.com/rendangnanna/,rendangnanna,577,6282111283853,b'Rendang Nanna HannyPremium Beef Rendang & Baby Potato.Tokopedia Rendang Nanna Gosend/JNE/PaxelJust DM us or Whatsapp Just click link belowapi.whatsapp.com/send?phone=6282111283853'
https://www.instagram.com/rendang_nifarida/,rendang_nifarida,48,082114198754,"b'Rendang Ni Farida Rendang sapi khas minang....Kualitas premium, sedap dimulut, mewah diperut....By : @adelladelinasyafitri0821-1419-87540815-5306-1576'"
https://www.instagram.com/dendeng_dapur_unihal_depok/,dendeng_dapur_unihal_depok,59,081212312711,b'Dendeng Batokok&Rendang PdangDendeng Batokok& Rendang*WA 081212312711*Lokasi Depok*Senin-Minggu*Request & PO% Halal dg Bahan kualitas Premium*BISA KIRIM SELURUH INDONESIAbit.ly/2X9cKsOFollowed by risolesmontok'
https://www.instagram.com/bubonar/,bubonar,472,6287884750256,"b'BUBONAR  Vegan Rendang, etc!vegan  no msg  made with love Rawamangun, Jakarta, IDOrder by Whatsapp:+62 878 8475 0256or click link in biobit.ly/HaiBuBonar'"
https://www.instagram.com/dodolanresik/,dodolanresik,236,081287777346,b'Dodolan Resik#lupis #tajil #kembangtahu #siomay #frozendimsum #pempek #bakso #orderhampers #mieayamkampung by DM or WA 081287777346 or klik link dibawah inibit.ly/dodolanresik'
https://www.instagram.com/dodol_al_kafi/,dodol_al_kafi,128,087781964233,"b'Dodol dan Jahe Merah Al KafiMenjual Makanan dan Minuman Tradisional Cita Rasa Istimewa . Halal, Higienis dan LezatPemesanan Hub ; 087781964233'"
https://www.instagram.com/dodolklambiapik/,dodolklambiapik,43,087754312884,b'Dodol Klambi ApikManaged by @alfiatussdy @astricho__ @zulali__OrderCs admin 1 : 087754312884Cs admin 2 : 083831974097 : BCA/MANDIRI/CODSurabayashopee.co.id/astricho__'
https://www.instagram.com/dodolan_byprilia/,dodolan_byprilia,136,085642782229,"b'Piyama PriliaPIYAMA, BAJU TIDUR pengiriman dari Jakarta WA 085642782229 BCA only piyama tersedia size S-3XL barang yg sudah di beli tidak dapat di tukar'"
https://www.instagram.com/dodolansembako/,dodolansembako,63,6281333500841,"b'Dodolan Sembako MalangWA/TLP : +62 813-3350-0841Malang, Jawa Timurwww.tokopedia.com/dodolansembako'"
https://www.instagram.com/blangkon___/,blangkon___,728,088902862423,"b""Dodol BLANGKON & BATIKWA : 088902862423Fast respon chat wa Budayakan Blangkon & Batik'an wa.me/6288902862423"""
https://www.instagram.com/dodol_omahjogja/,dodol_omahjogja,200,082272454923,b'dodol_omah jogjaBerbagi info rumah/tanah dijual dijogja dan sekitarnya.Hub. 082272454923'
https://www.instagram.com/dodolanmbakrum/,dodolanmbakrum,20,6285694976181,b'Dodolan Mbak Rumdodolanmbakrum@gmail.comWA: +6285694976181'
https://www.instagram.com/dodolansimbok/,dodolansimbok,78,6285697548434,b'Mbok2 MedeniKitchen/Cooking2nd ig @adebebymakeupJengkolBalado-AyamRica-GulaiAyam-CumiPete-CekerMercon-SotoCeker-MangutSausTiram-GurameAsamPdas-GuramePesmol-Pepes-MangutOrderapi.whatsapp.com/send?phone=6285697548434'
https://www.instagram.com/bakmiwadidaw/,bakmiwadidaw,881,081384319621,b'Bakmi WadidawBisa langsung kalian dapatkan dengan pesan melalui : Whatsapp : 0813 8431 9621Tokopedia : Bakmi Wadidaw#BakmiWadidawRasanyaWadaw'
https://www.instagram.com/bakmi_bro/,bakmi_bro,246,081385678908,"b'Bakmi, Bro!Homemade Frozen Noodle ALL PRODUCT READY STOCKPork /Chicken (Halal) Jakarta & Tangerang 08138 56789 08 CONTACT US FOR ORDER linktr.ee/bakmi_bro'"
https://www.instagram.com/bakmiparkit/,bakmiparkit,816,6282288358853,b'Bakmi ParkitBakmi 100% ayamwa.me/6282288358853'
https://www.instagram.com/bakmi.mieku/,bakmi.mieku,530,085959595801,b'MIEKU Bakmi Beku Dalam KemasanBebas formalin & zat pewarnaBakmie sehat siap di santap% HALAL.Order:Tokopedia : Mieku bakmi bekuWA : 0859-5959-5801 (11:00-19:00)'
https://www.instagram.com/bakmiaka/,bakmiaka,593,081381300177,"b'BakmiAKA@bakmiaka Alam Sutera,Gardenia 5/20@bakmiaka Gading Serpong,Ruko Diamond 3/79, NON HALALOrder WA:081381300177,08568808778OPEN Pk 07.00-Pk 19.00'"
https://www.instagram.com/bakmiasuk/,bakmiasuk,577,081290867595,b'Bakmi AsukBakmi Karet Telur Bebek Tradisional HomemadeAyam Kampung AsliOrder :021- 29765599WA 081290867595Go-Food & GrabfoodTokopedia : bakmiasuk'
https://www.instagram.com/bakmidjagoan/,bakmidjagoan,502,6287888997727,b'BAKMI DJAGOAN | Jakarta Barat100% Halal. 100% Ayam Asli. 100% Tanpa Pengawet.100% Fresh Homemade Everyday. Dijamin Nagih!Order WA +6287888997727 (WA Only)Klik untuk order! linktr.ee/bakmidjagoan'
https://www.instagram.com/bakmisiantar168/,bakmisiantar168,165,08119279111,b'bakmisiantar168Diner : Perumahan Taman Ratu Blok D11 No.23AJakarta Barat : 021 5694 3984 : Ruko Opal Blok BF 1 No 22Gading Serpong : 0811 9279 111'
https://www.instagram.com/rumahboi.id/,rumahboi.id,356,08111089665,b'Bakmi Orang IndonesiaOPEN PO!Via TOKOPEDIA SETIAP HARIDikirim 1 hari setelah pemesananPengiriman dr Jakarta BaratPemesanan via : WA 0811-1089-665ORDER link linktr.ee/rumahboi.id'
https://www.instagram.com/asinansedapgedungdalam_bogor/,asinansedapgedungdalam_bogor,774,6281919001178,"b'Asinan Sedap Gedung DalamSince 1978 8.00-17.00 0251-8313099/ 0251-8326843Whatsapp : +62 819 1900 1178 (slow respon) , +62 812 8874 5237 (fast respon, untuk PO)Followed by ayam_bakar_aroma'"
https://www.instagram.com/asinan_mamaelmar/,asinan_mamaelmar,119,089629691849,b'Asinan Buah Mama ElmarSegardan 100% alami. Tanpa Pengawet  Tanpa PewarnaOrder tanpa PO WA: 0896 2969 1849 GoFood Asinan Mama ElmarLink order bit.ly/Order_asinan'
https://www.instagram.com/asinan_ninja/,asinan_ninja,952,08161629816,"b'Asinan kekinian,chocofit readyFor order add WA 08161629816Fresh fruit only, Best Quality, tanpa pengawet, tanpa cuka , tanpa gula, asli dari buah buahan. Cemilan Sehat enaakk!Followed by debbyorahkitchen'"
https://www.instagram.com/asinanmatraman_/,asinanmatraman_,656,085716733386,"b'Asinan Matraman Mama Epoy(Bukan) Asinan KekinianMADE BY ORDERAsinan Sayur&Asinan Buah Fresh&Natural ingredientsShopee, Tokped0857-167-333-86linktr.ee/asinanmatraman_Followed by farrel_cakes_cookies'"
https://www.instagram.com/asinansayurcutebraaay/,asinansayurcutebraaay,74,6281382044440,"b'ASINAN SAYUR CUTE BRAAAYJawaranya Asinan BetawiJl. Kamboja 1 No. 2-3Rawamangun, JaktimPhone : +6281382044440 WA : +628551999097#AsinanSayurBetawi #SehatDenganSayuran'"
https://www.instagram.com/_asinon/,_asinon,654,081280000620,b'Asinan si NonBy @vanicesarAsinan Sayur dan Buah Fresh and Natural IngredientsOpen PO H-1JakartaFor info: DM or WA 081280000620Gosend/GrabExpress'
https://www.instagram.com/asinanserba15000/,asinanserba15000,38,085763864620,"b'asinan buah dan sayurOPEN ORDER"" ASINAN BETAWI""SAYURAN DAN BUAHPO NANA DEPAN KUAKEMBANGAN UTARA085763864620#asinanbuah#asinanmanggaPEDES,ASEM,SEGER'"
